Cristina,Stone,2023-12-01 0:00:00,Volkswagen AG,Aditionals,LinkedIn,Publishing Manager,Commerce Chamber,,Cibersecurity | Diversity & Inclusion | Branding,Tags Description,Diversity & Inclusion | Mental Health | Fitness,Marketing | Couching | Sales,Single-Thumb Up,Archive Member,Human Coded (Manual Validation),Strategic Planning,Government Officials,About the Organization,Create an Economic Impact Report,Develop Disaster Resilience,Women's Organizations,Partner in Financial Empowerment,"I implemented a training program on diversity, equity, and inclusion, resulting in increased cultural competence within the organization.",Family Support Services,Aspiring Entrepreneurs,Support Youth Development
Stephanie,Mcclure,2023-12-01 0:00:00,"Goldman Sachs Group, Inc.",,LinkedIn,Ophthalmologist,Commerce Chamber,About Me,Compliance | Branding | International Business,,Technology | Innovation | AI & Machine Learning,Coaching | Technology Advocate | Science,Double-Thumbs Up,Yes,Human Coded (Manual Validation),A Key Organizational Need,Agricultural Leaders,,Launch New Member Welcome Program,Advance Digital Literacy,Health Food Stores,Influence Policy for Business Growth,"In high school, I wrote a literature book titled The mysteries of Ana, which won a national award",Reporting Resources,Health Practitioners,Push for Better Healthcare
Michelle,Parker,2023-08-12 0:00:00,Oracle Corporation,,Google,Geophysical Data Processor,Commerce Chamber,,AI & Machine Learning | Research | Education & Training,Tags Description,Branding | Real State | Public Speaking,Technology Generator | Data Analytics | Management,Single-Thumb Up,Yes,Yes,Educational Programs and Workshops,Government Officials,About the Organization,Organize a Local Trade Show,Strengthen Advocacy Impact,Women's Organizations,Join the Renewable Energy Movement,"I contributed to a science magazine that gained a 25% increase in readership, fostering public interest and understanding of cutting-edge scientific advancements.",Artistic Talent,Government Officials,Provide Accessible Child Care
Ruben,Ruiz,9/12/2023,Visa Inc.,Aditionals,Google,Professor Emeritus,Organization,About Me,Trends | Social Medial | E-Commerce,Tags Description,Fitness | Health Care | Sustainability,Marketing | Couching | Sales,Single-Thumb Up,Archive Member,No,Volunteer Management,Government Officials,About the Organization,Promote Member Businesses on Social Media,Support Local Journalism,Tech Companies,Empower Women in Tech,"I engineered a software solution that streamlined business operations, resulting in a 30% increase in overall productivity for the organization",Production Efficiency,First Responders,Promote Eco-Friendly Gardening
Katrina,Porter,2023-12-05 0:00:00,Wells Fargo & Company,,LinkedIn,Chiropodist,Commerce Chamber,About Me,Health & Wellness | Mental Health | AI & Machine Learning,Tags Description,Networking | E-Commerce | Social Media,Research | Management | Coaching,Thump Down,No,No,Digital Transformation,Healthcare Providers,About the Organization,Run a Member Feature Spotlight Series,Support Local Journalism,Technology Partnerships,Shape the Future of Our Cityscape,I developed and executed a crisis communication plan that effectively managed the impact of a high-profile legal challenge on the company's reputation,Gardening Knowledge,Cybersecurity Experts,Showcase Local Art
Paula,Floyd,2023-12-06 0:00:00,Airbus SE,,Social Network Logging,Data Scientist Manager,Organization,About Me,Learning | Research | Academics,,Developer | Mental Health | Content Creation,Science | International Business | Marketing,Rating,Archive Member,Yes,Collaboration with Local Businesses,Government Officials,,Enhance Public Relations Efforts,Create a Local Business Incubator,Educational Institutions,"Move Smarter, Live Better",I contributed to the development of a cutting-edge medical device that improved patient outcomes and revolutionized the standard of care,Transit Solutions,Healthcare Reformists,Strengthen Data Protection
Dana,Ruiz,2023-12-04 0:00:00,American Express Company,Aditionals,LinkedIn,Chiropodist,Commerce Chamber,About Me,Social Media | Marketing | Innovation,,Public Speaking | Social Media | Diversity & Inclusion,Science | Technologist | Branding,Rating,Yes,Human Coded (Manual Validation),Business Consulting Services,Marketing Agencies,,Organize a Business Awards Ceremony,Support Women in STEM Fields,Tech Startups,Bridge the Digital Divide,"In 2015, I launched a campaign against breast cancer, through which we raised around one million dollars, ultimately saving 20 women from dying.",Top Needs,Athletes and Coaches,Strengthen Local Media
Paula,Richards,2023-12-04 0:00:00,Intel Corporation,,Google,Data Scientist Manager,Organization,,Compliance | Branding | International Business,Tags Description,Health & Wellness | Business Strategy | Education & Training,Design & UX | Science | Education & Training,Thumb Down,Yes,Yes,Economic Development Initiatives,Fashion Industry Leaders,,Implement a Digital Marketing Strategy,Promote Green Building Practices,Foreign Chambers,Spotlight on Local Cinema,"Since my arrival at the organization, I have maintained an employee turnover rate of less than 10%.",Craft Training,Local Artisans,Support Youth Development
Kimberly,Little,2023-08-12 0:00:00,Ford Motor Company,Aditionals,LinkedIn,Contractor,Commerce Chamber,About Me,Compliance | Economics | Remote Work,Tags Description,Compliance | Technology | Cibersecurity,Education & Training | Accounting | Technologist,Thump Down,Yes,Human Coded (Manual Validation),Business Consulting Services,Environmental Advocacy Groups,,Organize a Business Awards Ceremony,Promote Green Building Practices,Artists,"Eat Healthy, Live Healthy","Led a cross-functional team to streamline internal processes, resulting in a 30% increase in overall efficiency and cost savings.",Quality Standards,Historians,Improve Online Services
Clifford,Rocha,2023-12-05 0:00:00,Wells Fargo & Company,,LinkedIn,Museum/Gallery Conservator,Organization,About Me,Branding | E-Commerce | Marketing,,Career Advancement | Design & UX | Innovation,Technologist | Public Speaking | Sales,Rating,No,No,Technology Training for Members,Industry Leaders,,Enhance Website Functionality,Support Renewable Energy Projects,Water Management Authorities,Enhance Community Spaces,"In 2019, we were honored to receive an award, recognizing us as one of the 10 best insurers. Thanks to our mission and vision, we consistently maintain a national ranking",Leadership Development,Female Scientists,Promote Arts and Culture
Eric,Anderson,2023-12-06 0:00:00,"Goldman Sachs Group, Inc.",,LinkedIn,Data Scientist,Organization,About Me,Compliance | Branding | International Business,,Consulting | Content Creation | Entrepreneurship,Science | International Business | Marketing,Rating,Archive Member,Yes,Educational Programs and Workshops,Urban Planners,About the Organization,Launch a Chamber Mobile App,Long Term Goal,Educational Tech Firms,Join Our Green Initiative,I have a mentoring group for teenagers who want to innovate through science. We have won two local awards,Renewable Technologies,Cybersecurity Experts,Strengthen Local Media
Clifford,Floyd,2023-12-02 0:00:00,Wells Fargo & Company,,LinkedIn,Education Officer,Organization,,Health & Wellness | Mental Health | AI & Machine Learning,Tags Description,Trends | Social Media | AI & Machine Learning,Management | Technology Generator | Digital Marketing,Thumb Down,Yes,Yes,Community Engagement,Pharmaceutical Companies,,Start a Chamber Podcast,Encourage Pet Adoption and Welfare,HR Firms,Build a Resilient Community,"In 2019, we were honored to receive an award, recognizing us as one of the 10 best insurers. Thanks to our mission and vision, we consistently maintain a national ranking",Event Management,Potentital Customers,Promote Local Filmmaking
Joseph,Morris,2023-12-08 0:00:00,Airbus SE,Aditionals,Social Network Logging,Systems Analyst,Commerce Chamber,,Marketing | Investment | Consulting,,Content Creation | Business Strategy | Social Media,Accounting | Storie Teller | Manager,Single-Thumb Up,Archive Member,Yes,Online Presence,Urban Planners,,Organize Business Financing Seminars,Maximaze Customer Strategies,Community Engagement,Enrich Our Cultural Landscape,"Through art, I have successfully educated children about the pressing issue of climate change.",Business Mentorship,Female Entrepreneurs,Boost Local Economy
Stephanie,Rubio,2023-12-06 0:00:00,AT&T Inc.,Aditionals,LinkedIn,LGBT Senior Vice Precident,Organization,About Me,Business Strategy | Cibersecurity | Career Advancement,Tags Description,Economic Development | Cibersecurity | Leadership,Education & Training | Business | Design & UX,Thump Down,No,No,Community Engagement,Venture Capitalists,,Implement a CRM System,Encourage Local Shopping,Financial Institutions,Support Our Seniors,I developed and executed a crisis communication plan that effectively managed the impact of a high-profile legal challenge on the company's reputation,Agricultural Tech,Investors and Bankers,Strengthen Local Media
David,Little,2023-12-06 0:00:00,Kimberly-Clark Corporation,Aditionals,Social Network Logging,Sports Development Officer,Commerce Chamber,About Me,Compliance | Provesional Development | Leadership,Tags Description,Diversity & Inclusion | Mental Health | Fitness,Web Design | Content Creation | Science,Thump Down,No,Yes,Crisis Management Plan,Transportation Companies,,Increase Event Attendance,Increase International Trade,Women's Organizations,Empower Women in Business,I have a mentoring group for teenagers who want to innovate through science. We have won two local awards,Emergency Plans,Journalists,Increase Health Food Availability
Amanda,Vasquez,2023-12-01 0:00:00,Oracle Corporation,,Google,CEO Investment Operations,Organization,About Me,Cibersecurity | AI & Machine Learning | Diversity & Inclusion,,Entrepreneurship | Mentoring | Business Strategy,International Business | Finances | Technology Generator,Double-Thumbs Up,Yes,Yes,Staff Training and Development,IT Service Providers,,Develop a Member Referral Program,Promote Renewable Energy Use,Policy Makers,Support Working Families,"Led a team in the successful implementation of a technology upgrade, improving operational efficiency and reducing downtime.",Security Solutions,Educators and Trainers,Boost Local Economy
Christine,Richards,2023-12-12 0:00:00,Wells Fargo & Company,Aditionals,Google,Animal technologist,Commerce Chamber,About Me,E-Commerce | Business Strategy | Public Speaker,,Books Clubs | Education & Training | Public Speaking,Technology Advocate | Branding | International Business,Thump Down,No,Yes,Feedback Mechanisms,Manufacturing Companies,About the Organization,Organize Business Financing Seminars,Maximaze Customer Strategies,Create Climate Change Investment,Join Our Green Initiative,Designed and executed a customer feedback program that led to product improvements and a 25% increase in customer retention,Production Efficiency,Potentital Customers,Enhance Dining Scene
Erika,Perez,2023-12-12 0:00:00,Pfizer Inc.,,LinkedIn,Art therapist,Organization,About Me,Research | AI & Machine Learning | Career Advancement,Tags Description,Real State | Branding | Marketing,Marketing | Couching | Sales,Thumb Down,Archive Member,No,Financial Management,Import/Export Businesses,,Create a Resource Library for Members,Boost Food and Beverage Industry,Retail Associations,Secure Our Digital Future,I helped sales teams increase their sales by up to 25% during the pandemic,Sustainable Building,Healthcare Reformists,Advance Real Estate Growth
Simon,Burton,2023-12-02 0:00:00,Wells Fargo & Company,Aditionals,LinkedIn,Systems Analyst,Organization,About Me,Social Media | Marketing | Innovation,Tags Description,Networking | E-Commerce | Social Media,Marketing | Science | International Business,Thump Down,Archive Member,Yes,Risk Management,Academic Researchers,,Develop a Chamber Ambassador Program,Develop Real Estate Market,Tech Companies,Build a Resilient Community,I designed and implemented a cybersecurity framework that protected a company's sensitive data and prevented potential data breaches,Quality Standards,Commuters,Boost Local Tourism
Ronald,Allen,2023-12-10 0:00:00,Royal Dutch Shell plc,Aditionals,LinkedIn,Science Writer,Commerce Chamber,About Me,Learning | Research | Academics,,Compliance | Technology | Cibersecurity,Digital Marketing | Coaching | Web Design,Rating,Yes,No,Data Management,Energy Sector Companies,About the Organization,Run a Member Feature Spotlight Series,Enhance Retail Sector,Retail Associations,Build the Smart City of Tomorrow,"Through art, I have successfully educated children about the pressing issue of climate change.",Recreation Programs,Filmmakers,Boost Local Economy
Bridget,Avery,2023-12-04 0:00:00,Toyota Motor Corporation,Aditionals,Social Network Logging,Arts Development Officer,Organization,,Economics | Remote Work | Book Clubs,Tags Description,Sales | Investment | Career Advancement,E-Commerce | Digital Marketing | Data Analytics,Thump Down,Yes,Yes,Digital Transformation,Consumer Goods Manufacturers,,Offer Social Media Marketing Training,Enhance Elderly Employment Opportunities,Retail Associations,Power Our Future Sustainably,"I implemented a training program on diversity, equity, and inclusion, resulting in increased cultural competence within the organization.",Renewable Technologies,Investors and Bankers,Boost Local Music Industry
Amanda,Stone,2023-12-07 0:00:00,"Honda Motor Co., Ltd.",Aditionals,LinkedIn,Conservation Officer,Organization,About Me,Branding | E-Commerce | Marketing,Tags Description,Social Media | Diversity & Inclusion | Mentorship,Technologist | Education & Training | Story Teller,Thump Down,Archive Member,Yes,Risk Management,Art and Design Communities,,Organize a Job Fair for Members,Long Term Goal,Cultural Organizations,Join the Renewable Energy Movement,"Developed and implemented a cybersecurity strategy, safeguarding the company against potential cyber threats and ensuring data integrity.",Family Support Services,Educators,Enhance Disaster Preparedness
Edward,Doe,2023-12-06 0:00:00,Verizon Communications Inc.,,LinkedIn,Applications Developer,Organization,About Me,Content Creation | Public Speaking | Social Media,Tags Description,Industrial Maintenance | Automotive Consultancy | Data Analysis,Data Analytics | Design & UX | Science,Double-Thumbs Up,Archive Member,Yes,Business Intelligence Tools,International Business Partners,,Organize a Job Fair for Members,Expand Public Transportation Options,Create Climate Change Investment,Elevate Culinary Experiences,"Mentored and coached a team member, helping them advance in their career and secure a leadership role within the organization",Craft Training,Historians,Promote Traditional Crafts
Kari,Wilson,10/12/2023,Airbus SE,Aditionals,LinkedIn,Animal technologist,Organization,,Innovation | Research | Education & Training,Tags Description,Sales | Investment | Career Advancement,Data Analytics | Soft Skills | Story Teller,Rating,Yes,Yes,Sponsorship and Funding,Financial Institutions,About the Organization,Develop a Local Tourism Promotion Plan,Enhance Elderly Employment Opportunities,Cultural Heritage Groups,Support Local Agriculture,"Established a crisis response team and protocol, effectively mitigating the impact of a natural disaster on company operations",Consumer Research,Retail Business Owners,Foster Local Sports
Paula,Allen,2023-12-08 0:00:00,JPMorgan Chase & Co.,Aditionals,Google,Education Officer,Commerce Chamber,,Book Clubs | Economics | Corporate Responsability,,Professional Development | Mental Health | Social Media,Management | Technology Generator | Digital Marketing,Rating,No,Yes,Collaboration with Local Businesses,Technology Innovators,About the Organization,Launch a Member-Only Online Forum,Develop Senior Care Programs,Entrepreneurs,Innovate for a Better Tomorrow,I helped sales teams increase their sales by up to 25% during the pandemic,Mentorship Programs,Health-conscious Consumers,Promote Local Filmmaking
Christopher,Arnold,2023-12-03 0:00:00,"PepsiCo, Inc.",,LinkedIn,Art therapist,Commerce Chamber,About Me,Compliance | Economics | Remote Work,,Trends | Diversity & Inclusion | Sustainability,Soft Skills | Engineering | Research,Thump Down,No,Human Coded (Manual Validation),E-commerce and Online Services,Economic Development Agencies,About the Organization,Create Clients Directory,Boost Food and Beverage Industry,Health Food Stores,"Move Smarter, Live Better",I helped sales teams increase their sales by up to 25% during the pandemic,Retail Promotion,Energy Entrepreneurs,Modernize Transportation
Billy,Martinez,11/12/2023,Procter & Gamble Co.,,Google,Science Writer,Commerce Chamber,About Me,Research | AI & Machine Learning | Career Advancement,Tags Description,Compliance | Technology | Cibersecurity,Science | Technologist | Branding,Double-Thumbs Up,Yes,Human Coded (Manual Validation),E-commerce and Online Services,Industry Leaders,About the Organization,Increase Engagement Rate,Promote Local Tourism,Healthcare Providers,Drive Manufacturing Excellence,"Since my arrival at the organization, I have maintained an employee turnover rate of less than 10%.",Caregiving Resources,First Responders,Boost Local Economy
James,Morris,2023-12-01 0:00:00,Royal Dutch Shell plc,Aditionals,Google,Quality Manager,Commerce Chamber,About Me,Sustainability | Health & Wellness | Diversity & Inclusion,,Cofounder | Coaching | Investment,Engineering | UX Designer | Storie Teller,Thump Down,Yes,No,Staff Training and Development,Government Officials,,Create a Resource Library for Members,Develop Workforce Skills,Technology Partnerships,Bridge the Digital Divide,Impact Story,Job Placement,Pet Lovers,Enhance Lobbying Efforts
Jean,Allen,2023-12-04 0:00:00,Microsoft Corporation,Aditionals,LinkedIn,Insurance Underwriter,Commerce Chamber,,Corporate Responsability | Compliance | Branding,,Diversity & Inclusion | Mental Health | Fitness,Engineering | Technology Generator | Finances,Single-Thumb Up,Archive Member,Yes,Effective Leadership,Trade Unions,About the Organization,Run a Member Feature Spotlight Series,Develop Real Estate Market,Foreign Chambers,Preserve Our History,Established key performance indicators (KPIs) that allowed the company to measure and achieve significant improvements in various area,Infrastructure Development,Local Businesses,Promote Environmental Responsibility
Richard,Fischer,2023-12-08 0:00:00,Dell Technologies Inc.,Aditionals,Google,Publishing Manager,Organization,,Book Clubs | Economics | Corporate Responsability,Tags Description,Books Clubs | Education & Training | Public Speaking,Story Teller | Sales | Mentoring,Rating,No,No,Business Consulting Services,Energy Sector Companies,,Conduct Workshops on Export Opportunities,Create a Local Business Incubator,Artists,Shape the Future of Our Cityscape,Developed and implemented a sustainability initiative that reduced the company's carbon footprint by 40% in one year.,Craft Training,Who Do You Want To Connect With?,Strengthen Data Protection
Cristina,Lewis,2023-12-09 0:00:00,Exxon Mobil Corporation,Aditionals,Social Network Logging,Water Quality Scientist,Commerce Chamber,About Me,Interest,,Needs,Design & UX | Science | Education & Training,Thump Down,Archive Member,No,Feedback Mechanisms,Financial Institutions,About the Organization,Start a Chamber Podcast,Enhance Retail Sector,Entrepreneurs,Build the Smart City of Tomorrow,I have a mentoring group for teenagers who want to innovate through science. We have won two local awards,Athletic Programs,Environmentalists,Promote Local Filmmaking
Deborah,Knight,2023-12-02 0:00:00,Google LLC (parte de Alphabet Inc.),,LinkedIn,Ophthalmologist,Commerce Chamber,About Me,Book Clubs | Economics | Corporate Responsability,,Public Speaker | Cofounder | Technical Research,E-Commerce | Digital Marketing | Content Creation,Rating,Archive Member,No,Customer Relationship Management (CRM),Financial Institutions,About the Organization,Conduct Member Satisfaction Survey,Boost Food and Beverage Industry,Water Management Authorities,Improve Healthcare Systems,I was selected nationally for synchronized swimming in the 2016 Olympics.,Sustainable Building,First Responders,Promote Environmental Responsibility
Kimberly,Floyd,2023-12-01 0:00:00,Wells Fargo & Company,Aditionals,Google,Museum/Gallery Conservator,Organization,About Me,Mentorship | Consulting | Content Creation,,Lawer | Professor | Investment,Content Creation | Web Design | Story Teller,Rating,Archive Member,Yes,Economic Development Initiatives,Hospitality Industry Leaders,About the Organization,Offer Social Media Marketing Training,Support Women in STEM Fields,Urban Planners,Elevate Culinary Experiences,I collaborated with industry influencers to create a successful marketing campaign that increased brand awareness and market share.,Transit Solutions,Shop Owners,Grow Member Count
Nathan,Short,2023-12-04 0:00:00,Citigroup Inc.,Aditionals,Social Network Logging,Job Title,Commerce Chamber,About Me,Cibersecurity | Diversity & Inclusion | Branding,,Rearch | Education & Training | Cibersecurity,Accounting | Storie Teller | Manager,Thump Down,Yes,Human Coded (Manual Validation),Mentorship Programs,Fashion Industry Leaders,About the Organization,Develop Community Service Initiatives,Create a Local Business Incubator,Restaurant Associations,Nurture Business Ideas,"I implemented an artificial intelligence system that optimized manufacturing processes, reducing production costs and minimizing errors.",Caregiving Resources,Healthcare Reformists,Preserve Cultural Landmarks
Amanda,Rubio,2023-12-05 0:00:00,Hewlett-Packard Enterprise,Aditionals,Google,Science Writer,Organization,About Me,Health & Wellness | Mental Health | AI & Machine Learning,Tags Description,Career Advancement | Design & UX | Innovation,Content Creation | Web Design | Story Teller,Thump Down,Yes,Yes,Membership Database Management,Public Relations Specialists,,Conduct a Local Market Analysis,Boost Food and Beverage Industry,Educational Institutions,Bring Art to Life,"Led a team in the successful implementation of a technology upgrade, improving operational efficiency and reducing downtime.",Marketing Campaigns,Health Practitioners,Modernize Transportation
Jeffrey,Parker,2023-12-12 0:00:00,SpaceX (Space Exploration Technologies Corp.),Aditionals,Google,Administrator,Organization,About Me,Remote Work | Compliance | Technology,Tags Description,Economic Development | Cibersecurity | Leadership,Maths | Mentoring | Web Design,Thumb Down,Yes,Yes,Youth Engagement Programs,Agricultural Leaders,About the Organization,Create an Economic Impact Report,Cultivate Entrepreneurial Ecosystem,Urban Planners,Join Us In Shapping the Future,"Established a crisis response team and protocol, effectively mitigating the impact of a natural disaster on company operations",Caregiving Resources,Export/Import Businesses,Increase Workforce Capability
Christopher,Last Name,2023-12-04 0:00:00,Procter & Gamble Co.,Aditionals,Google,Product Manager,Commerce Chamber,,Book Clubs | Economics | Corporate Responsability,Tags Description,Trends | Social Media | AI & Machine Learning,Content Creation | Couching | Mentoring,Thumb Down,Archive Member,Human Coded (Manual Validation),Digital Transformation,Art and Design Communities,About the Organization,Develop a Local Tourism Promotion Plan,Create a Local Business Incubator,Film Makers,Nurture Business Ideas,I contributed to the development of a cutting-edge medical device that improved patient outcomes and revolutionized the standard of care,Athletic Programs,Export/Import Businesses,Promote Eco-Friendly Gardening
Erika,Last Name,2023-12-05 0:00:00,"Samsung Electronics Co., Ltd.",,LinkedIn,Applications Developer,Organization,,Networking | Leadership | Business Strategy,Tags Description,Sustainability | Sales | Investment,Web Design | Technology Generator | Technology Advocate,Single-Thumb Up,No,Yes,Technology Upgrades,Venture Capitalists,About the Organization,Boost Membership Sign-ups,Develop a Local Art Gallery,HR Firms,"Eat Healthy, Live Healthy","Established a crisis response team and protocol, effectively mitigating the impact of a natural disaster on company operations",Health Programs,Filmmakers,Improve Community Health
Katrina,Kissel,2023-12-09 0:00:00,Intel Corporation,Aditionals,LinkedIn,Forensic Psychologist,Organization,About Me,Innovation | Research | Education & Training,,Professional Development | Social Media | Sales,Education & Teaching | Research | Technology Generator,Thumb Down,Yes,No,Networking Opportunities,IT Service Providers,,Organize a Business Awards Ceremony,Encourage Pet Adoption and Welfare,Emergency Services,Empower Women in Business,I have established an association aimed at providing support for individuals with HIV within the LGBT community.,Training Materials,Artists and Performers,Increase Trust Ratio
Cristina,Morris,2023-12-12 0:00:00,Pfizer Inc.,,Social Network Logging,Geophysical Data Processor,Commerce Chamber,About Me,Education & Training | Career Advancement | Design & UX,Tags Description,Sustainability | Sales | Investment,Science | International Business | Marketing,Double-Thumbs Up,No,Human Coded (Manual Validation),Health and Safety Standards,Hospitality Industry Leaders,About the Organization,Enhance Website Functionality,Improve Public Transportation,HR Firms,Support Working Families,"I implemented a training program on diversity, equity, and inclusion, resulting in increased cultural competence within the organization.",Athletic Programs,Government Officials,Support Animal Adoption
Jean,Wilson,2023-12-08 0:00:00,Morgan Stanley,Aditionals,Social Network Logging,Science Writer,Commerce Chamber,,Compliance | Economics | Remote Work,,Financial Coaching | Technology Consultancy,Marketing | Branding | Design & UX,Rating,Archive Member,Human Coded (Manual Validation),Technology Training for Members,Food and Beverage Producers,,Implement a CRM System,Develop Child Care Programs,Tech Startups,"Move Smarter, Live Better","Initiated and executed a community outreach program that positively impacted the lives of underprivileged individuals, fostering goodwill for the company",Nutritional Education,Young Professionals,Nurture Startups
Hannah,Short,2023-12-04 0:00:00,Google LLC (parte de Alphabet Inc.),Aditionals,LinkedIn,Civil Service fast streamer,Organization,,AI & Machine Learning | Research | Education & Training,,Content Creation | Business Strategy | Social Media,Business | Technologist | Web Design,Thump Down,No,No,Feedback Mechanisms,Human Resources Professionals,About the Organization,Host Industry Specific Roundtables,Encourage Local Shopping,Energy Companies,Secure Our Digital Future,"At the law firm, we provide free advice to people with limited resources and have helped more than 100 families",Performance Venues,Tech Companies,Push for Better Healthcare
Louis,Buckley,2023-12-09 0:00:00,Google LLC (parte de Alphabet Inc.),Aditionals,Social Network Logging,Pensions Consultant,Commerce Chamber,,Interest,Tags Description,Business Strategy | Innovation | Cloud Platform,Business | Technologist | Web Design,Double-Thumbs Up,Yes,Yes,Networking Opportunities,Government Officials,,Run a Member Feature Spotlight Series,Enhance Financial Services,Urban Planners,Save Every Drop,I collaborated on a research project that resulted in the development of a breakthrough treatment for a previously incurable medical condition,Emergency Plans,Green Businesses,Boost Local Tourism
Carlos,Tyler,2023-12-02 0:00:00,Visa Inc.,Aditionals,Social Network Logging,Museum/Gallery Conservator,Organization,,Public Speaking | Mentorship | Consulting,,Entrepreneurship | Mentoring | Business Strategy,Technology Generator | Data Analytics | Management,Double-Thumbs Up,No,Yes,Crisis Management Plan,Financial Institutions,,Host Networking Events,Develop Smart City Initiatives,IT Security Firms,Nurture Business Ideas,"*Implemented a remote work policy that improved work-life balance and employee satisfaction, leading to a 20% reduction in turnover.",IoT Solutions,Export/Import Businesses,Increase Female Representation in STEM
Matt,Lewis,2023-12-03 0:00:00,Bayer AG,Aditionals,LinkedIn,Geophysical Data Processor,Organization,About Me,Marketing | Investment | Consulting,Tags Description,Needs,Accounting | Storie Teller | Manager,Thump Down,No,No,Crisis Management Plan,Telecommunications Companies,About the Organization,Strengthen Local Business Partnerships,Strengthen Advocacy Impact,Media Outlets,Secure Our Digital Future,"Mentored and coached a team member, helping them advance in their career and secure a leadership role within the organization",Mentorship Programs,Travel Agencies,Increase Tech Literacy
Patricia,Last Name,2023-12-09 0:00:00,Dell Technologies Inc.,,LinkedIn,Applications Developer,Commerce Chamber,,Career Advancement | Real Estate | Mentorship,,Trends | Book Clubs | Education & Training,Web Design | Technology Generator | Technology Advocate,Double-Thumbs Up,No,Yes,Business Consulting Services,Food and Beverage Producers,About the Organization,Launch a Member Recognition Program,Improve Local Sports Facilities,Environmental NGOs,Empower the Next Generation,I collaborated with industry influencers to create a successful marketing campaign that increased brand awareness and market share.,Production Efficiency,Female Entrepreneurs,Showcase Local Art
Michelle,Romero,2023-12-01 0:00:00,Walmart Inc.,Aditionals,Social Network Logging,Administrator,Commerce Chamber,,Diversity & Inclusion | Trends | Social Media,,Technology | Innovation | AI & Machine Learning,Mentoring | Public Speaking | Coaching,Thumb Down,Yes,Human Coded (Manual Validation),Educational Programs and Workshops,Small Business Entrepreneurs,About the Organization,Offer Business Development Workshops,Develop Real Estate Market,Foreign Chambers,Improve Healthcare Systems,"Championed a mentorship program within the organization, facilitating professional development and knowledge sharing among employees.",Leadership Development,Property Investors,Improve Online Services
Karen,Floyd,2023-12-05 0:00:00,"Cisco Systems, Inc.",,LinkedIn,Applications Developer,Commerce Chamber,,Sustainability | Health & Wellness | Diversity & Inclusion,,Business Strategy | Management | Leadership,Education & Teaching | Research | Technology Generator,Double-Thumbs Up,Archive Member,No,Technology Upgrades,Human Resources Professionals,,Organize a Community Charity Event,Cultivate Entrepreneurial Ecosystem,Water Management Authorities,Support Local Agriculture,I have established an association aimed at providing support for individuals with HIV within the LGBT community.,R&D Funding,Aspiring Entrepreneurs,Enhance Disaster Preparedness
James,Rogers,2023-12-09 0:00:00,"Nike, Inc.",,Social Network Logging,Education Officer,Organization,About Me,Book Clubs | Economics | Corporate Responsability,,Technology | Innovation | AI & Machine Learning,Web Design | Technology Generator | Technology Advocate,Thump Down,Yes,Human Coded (Manual Validation),Business Intelligence Tools,Technology Innovators,About the Organization,Improve Social Media Presence,Improve Public Transportation,Animal Shelters,Innovate for a Better Tomorrow,Impact Story,Event Management,Transport Authorities,Boost Local Music Industry
Billy,Clay,2023-08-12 0:00:00,"Goldman Sachs Group, Inc.",Aditionals,Google,Hotel Manager,Organization,,Corporate Responsability | Branding | Compliance,,Needs,Marketing | Science | International Business,Double-Thumbs Up,Archive Member,Human Coded (Manual Validation),Tourism Promotion,Pharmaceutical Companies,About the Organization,Enhance Public Relations Efforts,Develop a Local Art Gallery,HR Firms,Support Our Seniors,"Led a cross-functional team to streamline internal processes, resulting in a 30% increase in overall efficiency and cost savings.",Retail Promotion,Commuters,Transition to Green Energy
Jessica,Morris,2023-12-12 0:00:00,Sony Corporation,Aditionals,Google,Production Manager,Commerce Chamber,,Corporate Responsability | Branding | Compliance,Tags Description,Investment | E-Commerce | Sustainability,Soft Skills | Technologist | Technology Generator,Thump Down,Yes,No,Marketing and Branding,Startup Founders,About the Organization,Launch a Member Recognition Program,Grow Agricultural Sector,Environmental NGOs,Become a Part of Our Growing Community,"Took the lead in a major rebranding effort, revitalizing the company's image and attracting a new demographic of customers",Emergency Plans,Cybersecurity Experts,Modernize Transportation
Joseph,Miller,2023-12-02 0:00:00,General Electric Company,Aditionals,Google,Quality Manager,Organization,,AI & Machine Learning | Education | Mental Health,Tags Description,Consulting | Content Creation | Entrepreneurship,Technology Generator | Accounting | Data Analytics,Double-Thumbs Up,Yes,No,Sustainable Practices,Real Estate Developers,About the Organization,Publish a Monthly Newsletter,Boost Food and Beverage Industry,Transport Companies,Collaborate for Retail Excellence,"Pioneered a diversity and inclusion program, leading to a more inclusive workplace and a 15% increase in employee satisfaction.",Business Mentorship,Potentital Customers,Encourage Sustainable Construction
Bruce,Morris,2023-12-02 0:00:00,"Goldman Sachs Group, Inc.",,Google,Quality Manager,Organization,,Profesional Development | Leadership | Sustainability,,Cofounder | Coaching | Investment,Content Creation | Web Design | Story Teller,Double-Thumbs Up,Yes,No,Public Relations,Pharmaceutical Companies,,Start a Chamber Blog,Develop a Local Art Gallery,Cultural Heritage Groups,Partner in Financial Empowerment,"Every six months, our company dedicates an advertising campaign to raising awareness about addictions.",Public Relations,Local Musicians,Strengthen Local Media
